Расписание на день

9:00-10:15	Сбор, зарядка, прогулка
10:15-11:00	Занятие 1
11:00-11:15	Ланч
11:15-12:00	Занятие 2
12:00-12:15	Перерыв
12:15-13:00	Занятие 3
13:00-13:30	Сбор, поход на обед
13:30-14:00	Обед
14:15-15:15	Прогулка
15:15-16:15	Подготовка ТВ
16:15-16:45	ТВ
16:45-17:00	Чаепитие
17:00 Домой
